000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
D2E37249	GM_CATALOG_00004D32	THIS SIDE UP
D2E3724A	GM_CATALOG_00004D33	"APRIL-1" LICENSE PLATE
D2E3724B	GM_CATALOG_00004D34	The 911 Turbo has 523 horsepower coming from its twin-turbo  H6, making one of the coolest vert of them all, but if you don't believe us, take one for a burn around NFSW for yourself.
D2E3724C	GM_CATALOG_00004D35	Scion tC "THIS SIDE UP"
D2E3724D	GM_CATALOG_00004D36	This modern day tuner raises the bar with sharp styling revisions, not to mention fun to drive performance! But we've taken it to the next level with a very special exclusive livery that can't be found on any other car in Need for Speed World! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E3724E	GM_CATALOG_00004D37	This modern day tuner raises the bar with sharp styling revisions, not to mention fun to drive performance! But we've taken it to the next level with a very special exclusive livery that can't be found on any other car in Need for Speed World! 
D2E3724F	GM_CATALOG_00004D38	THIS SIDE UP
D2E37250	GM_CATALOG_00004D39	"RSSPORT" LICENSE PLATE
D2E37258	GM_CATALOG_00004D3A	Renault Sport Mégane R.S. 'A-Spec' Edition
D2E37259	GM_CATALOG_00004D3B	This French compact has a high standard of handling combined with ultimate traction, making it a formidable contender on the streets. It comes with a set of 3-star Skill Mods, upgraded performance parts and a custom livery.  Once you get this Renault you'll never need up upgrade its performance again! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E3725A	GM_CATALOG_00004D3C	This French compact has a high standard of handling combined with ultimate traction, making it a formidable contender on the streets. It comes with a set of 3-star Skill Mods, upgraded performance parts and a custom livery.  Once you get this Renault you'll never need up upgrade its performance again!
D2E3725B	GM_CATALOG_00004D3D	"DRAG-RS" LICENSE PLATE
D2E3725C	GM_CATALOG_00004D3E	'PRO-FWD' DRAG
D2E3725D	GM_CATALOG_00004D3F	"PRO-FWD" DRAG
D2E37268	GM_CATALOG_00004D40	Ford Focus RS "Pro FWD" Drag Edition
D2E37269	GM_CATALOG_00004D41	This Focus RS is powered by a 2.5 liter 20 V DOHC RS engine that delivers 300 HP and a peak torque of 440 NM!  It was built for speed and now it's hitting the drag strip! With an exclusive livery, custom body modifications and the Aero Reduction drag Skill Mod only found on drag edition cars this Focus will be waiting for you on the starting line! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E3726A	GM_CATALOG_00004D42	This Focus RS is powered by a 2.5 liter 20 V DOHC RS engine that delivers 300 HP and a peak torque of 440 NM!  It was built for speed and now it's hitting the drag strip! With an exclusive livery, custom body modifications and the Aero Reduction drag Skill Mod only found on drag edition cars this Focus will be waiting for you on the starting line!
D2E3726B	GM_CATALOG_00004D43	"PRO FWD" DRAG
D2E3726C	GM_CATALOG_00004D44	"CHERRY" LICENSE PLATE
D2E3726D	GM_CATALOG_00004D45	CHERRY BLOSSOM
D2E3726E	GM_CATALOG_00004D46	Mazda RX-7 RZ "Cherry Blossom" Edition
D2E3726F	GM_CATALOG_00004D47	This rare special edition RX-7 is our tribute to the Japanese Cherry Blossom Festival!  It features a white and pink cherry blossom inspired livery with pink window tint, aftermarket sponsor logos and underbody neon.  This performance enhanced limited edition version with its lighter curb weight makes it one of the quickest from the factory. Get ready to race! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E37270	GM_CATALOG_00004D48	This rare special edition RX-7 is our tribute to the Japanese Cherry Blossom Festival!  It features a white and pink cherry blossom inspired livery with pink window tint, aftermarket sponsor logos and underbody neon.  This performance enhanced limited edition version with its lighter curb weight makes it one of the quickest from the factory. Get ready to race!
D2E37271	GM_CATALOG_00004D49	Spring Car Pack
D2E37279	GM_CATALOG_00004D4A	The Spring Car Pack includes the BMW Z4 GT3 Easter Edition and Audi TT RS Coupé Vesna Edition; two cars created to celebrate Spring and its holidays.  Both cars come with custom liveries that feature exclusive vinyls, body kits and neon's that are sure to turn heads no matter where you go!  Get this fresh new car pack today and cruise in style!
D2E3727A	GM_CATALOG_00004D4B	The Jeep Grand Cherokee is the first true licensed SUV in Need for Speed World!  Simply put, this is the most powerful Jeep ever built!  That statement is proven true thanks to the 6.4 L Hemi V8 engine that is rated at 470 horsepower.  The Jeep Grand Cherokee was already one of the best off-road vehicles in existence, but now it's going to start building its reputation as one of the best SUV racers on the streets!
D2E3727B	GM_CATALOG_00004D4C	Jeep Grand Cherokee SRT
D2E3727C	GM_CATALOG_00004D4D	The Jeep Grand Cherokee is the first true licensed SUV in Need for Speed World!  Simply put, this is the most powerful Jeep ever built!  That statement is proven true thanks to the 6.4 L Hemi V8 engine that is rated at 470 horsepower.  The Jeep Grand Cherokee was already one of the best off-road vehicles in existence, but now it's going to start building its reputation as one of the best SUV racers on the streets! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E3727D	GM_CATALOG_00004D4E	00000000
D2E3727E	GM_CATALOG_00004D4F	"BLOSSOM" LICENSE PLATE
D2E37289	GM_CATALOG_00004D50	"CHIRP" LICENSE PLATE
D2E3728A	GM_CATALOG_00004D51	"FRESH" LICENSE PLATE
D2E3728B	GM_CATALOG_00004D52	"LUCKY" LICENSE PLATE
D2E3728C	GM_CATALOG_00004D53	"BUTTERFLY" LICENSE PLATE
D2E3728D	GM_CATALOG_00004D54	"CHERRY" LICENSE PLATE
D2E3728E	GM_CATALOG_00004D55	"CLOVER" LICENSE PLATE
D2E3728F	GM_CATALOG_00004D56	"CATERPILLAR" LICENSE PLATE
D2E37290	GM_CATALOG_00004D57	"LEPRECHAUN" LICENSE PLATE
D2E37291	GM_CATALOG_00004D58	"NEWCAR" LICENSE PLATE
D2E37292	GM_CATALOG_00004D59	"FLOWER" NEON
D2E3729A	GM_CATALOG_00004D5A	"SPRING N" NEON
D2E3729B	GM_CATALOG_00004D5B	"SHAMROCK" NEON
D2E3729C	GM_CATALOG_00004D5C	"EASTER EGG" NEON
D2E3729D	GM_CATALOG_00004D5D	"FLUFFY CLOUD" NEON
D2E3729E	GM_CATALOG_00004D5E	SPRING N LOGO
D2E372AA	GM_CATALOG_00004D60	100000 CASH
D2E372AD	GM_CATALOG_00004D63	Dodge Charger SRT8
D2E372AE	GM_CATALOG_00004D64	ACHIEVEMENT EDITION
D2E372AF	GM_CATALOG_00004D65	"REWARD" LICENSE PLATE
D2E372B0	GM_CATALOG_00004D66	TEST
D2E372B1	GM_CATALOG_00004D67	250000 CASH
D2E372B2	GM_CATALOG_00004D68	TEAM SLINGSHOT x50
D2E372B3	GM_CATALOG_00004D69	Cadillac CTS-V Treasure Hunter Edition
D2E372BB	GM_CATALOG_00004D6A	BMW M3 E92 ("ACHIEVEMENT EDITION")
D2E372BC	GM_CATALOG_00004D6B	BUGATTI VEYRON ("ACHIEVEMENT EDITION")
D2E372BD	GM_CATALOG_00004D6C	FORD FOCUS RS ("ACHIEVEMENT EDITION")
D2E372BE	GM_CATALOG_00004D6D	KOENIGSEGG CCX ("ACHIEVEMENT EDITION")
D2E372BF	GM_CATALOG_00004D6E	LAMBORGHINI GALLARDO LP550-2 VALENTINO BALBONI ("ACHIEVEMENT EDITION")
D2E372C0	GM_CATALOG_00004D6F	NISSAN FAIRLADY 240ZG ("ACHIEVEMENT EDITION")
D2E372CB	GM_CATALOG_00004D70	"BETA" LICENSE PLATE
D2E372CC	GM_CATALOG_00004D71	"1-YEAR" LICENSE PLATE
D2E372CD	GM_CATALOG_00004D72	"MAXXED" LICENSE PLATE
D2E372CE	GM_CATALOG_00004D73	"LEGEND" LICENSE PLATE
D2E372CF	GM_CATALOG_00004D74	"3-YEAR" LICENSE PLATE
D2E372D0	GM_CATALOG_00004D75	"5-YEAR" LICENSE PLATE
D2E372D1	GM_CATALOG_00004D76	"DEVELOPER" LICENSE PLATE
D2E372D2	GM_CATALOG_00004D77	"2-YEAR" LICENSE PLATE
D2E372D3	GM_CATALOG_00004D78	"4-YEAR" LICENSE PLATE
D2E372D4	GM_CATALOG_00004D79	"CASH" LICENSE PLATE
D2E372DC	GM_CATALOG_00004D7A	"COLLECTOR" LICENSE PLATE
D2E372DD	GM_CATALOG_00004D7B	"WORLD RACER" LICENSE PLATE
D2E372DE	GM_CATALOG_00004D7C	Refined on Germany's famed Nürburgring, the Cadillac CTS-V meets the expectations of the most avid driving enthusiasts! Now you can hunt those gems in style with the Cadillac CTS-V Treasure Hunter!  With its LS-6 V8 engine with aluminum block producing 400 bhp and the exclusive Treasure Hunter Skill Mod you'll get the hunt finished in no time!
D2E372DF	GM_CATALOG_00004D7D	"A-Spec" Car Pack
D2E372E0	GM_CATALOG_00004D7E	The Amazing "A-Spec" Car Pack
D2E372E1	GM_CATALOG_00004D7F	Spring Aftermarket Pack
D2E372EC	GM_CATALOG_00004D80	Spring is here! Collect all 15 exclusive Neons and License Plates from the Spring Pack! Available for a limited time only!
D2E372ED	GM_CATALOG_00004D81	DODGE CHALLENGER R/T (SILVER) - 1 DAY RENTAL
D2E372EE	GM_CATALOG_00004D82	DODGE CHARGER R/T (BLACK) - 1 DAY RENTAL
D2E372EF	GM_CATALOG_00004D83	MITSUBISHI ECLIPSE GT (WHITE) - 1 DAY RENTAL
D2E372F0	GM_CATALOG_00004D84	PONTIAC GTO '65 (GREY) - 1 DAY RENTAL
D2E372F1	GM_CATALOG_00004D85	CHEVROLET CHEVELLE SS (BLUE) - 1 DAY RENTAL
D2E372F2	GM_CATALOG_00004D86	INFINITI G35 (SILVER) - 1 DAY RENTAL
D2E372F3	GM_CATALOG_00004D87	LEXUS IS300 ("TREASURE HUNTER") - 1 DAY RENTAL
D2E372F4	GM_CATALOG_00004D88	LEXUS IS350 (BLUE) - 1 DAY RENTAL
D2E372F5	GM_CATALOG_00004D89	MAZDA MAZDASPEED 3 (BLACK) - 1 DAY RENTAL
D2E372FD	GM_CATALOG_00004D8A	MAZDA MX-5 (BLUE) - 1 DAY RENTAL
D2E372FE	GM_CATALOG_00004D8B	MITSUBISHI ECLIPSE (GS-T) (PURPLE) - 1 DAY RENTAL
D2E372FF	GM_CATALOG_00004D8C	MITSUBISHI LANCER EVOLUTION IX MR-EDITION (WHITE) - 1 DAY RENTAL
D2E37300	GM_CATALOG_00004D8D	NISSAN SKYLINE 2000GT-R (C10) (WHITE) - 1 DAY RENTAL
D2E37301	GM_CATALOG_00004D8E	NISSAN 200SX (S14) ("HASHIRIYA 14") - 1 DAY RENTAL
D2E37302	GM_CATALOG_00004D8F	NISSAN 200SX (S14) (GREEN) - 1 DAY RENTAL
D2E3730D	GM_CATALOG_00004D90	NISSAN 240SX (S13) ("ZERO-YON DRAG") - 1 DAY RENTAL
D2E3730E	GM_CATALOG_00004D91	NISSAN 240SX (S13) (WHITE) - 1 DAY RENTAL
D2E3730F	GM_CATALOG_00004D92	NISSAN FAIRLADY 240ZG (MAROON) - 1 DAY RENTAL
D2E37310	GM_CATALOG_00004D93	NISSAN SILVIA (S15) ("TOUGE COP") - 1 DAY RENTAL
D2E37311	GM_CATALOG_00004D94	NISSAN SILVIA (S15) (RED) - 1 DAY RENTAL
D2E37312	GM_CATALOG_00004D95	PONTIAC GTO '65 ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E37313	GM_CATALOG_00004D96	PONTIAC GTO '65 ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E37314	GM_CATALOG_00004D97	TOYOTA COROLLA GT-S (AE86) (BLACK) - 1 DAY RENTAL
D2E37315	GM_CATALOG_00004D98	VOLKSWAGEN GOLF MK1 GTI (GREEN) - 1 DAY RENTAL
D2E37316	GM_CATALOG_00004D99	VOLKSWAGEN R32 (WHITE) - 1 DAY RENTAL
D2E3731E	GM_CATALOG_00004D9A	VOLKSWAGEN SCIROCCO ("BOY RACER") - 1 DAY RENTAL
D2E3731F	GM_CATALOG_00004D9B	VOLKSWAGEN SCIROCCO (BLUE) - 1 DAY RENTAL
D2E37320	GM_CATALOG_00004D9C	VOLKSWAGEN SCIROCCO ("ZACK") - 1 DAY RENTAL
D2E37321	GM_CATALOG_00004D9D	This modern day muscle car delivers power and performance!  Under the hood rests a 6.4L HEMI V8 engine with 470-hp, and once you start this beast up, you'll be screaming down the streets to victory!  But power isn't the only thing this car has to offer; thanks to the high performance suspension you'll be able to tame any race in Need for Speed World!  Power and looks, this car has it all!
D2E37322	GM_CATALOG_00004D9E	Mercedes-Benz returns to Need for Speed World with the SLR Stirling Moss!  This limited edition SLR comes sans roof or windscreen which may be a problematic considering the speed you'll hit with the big 640 horsepower supercharged V8 engine under the hood!  This car is elegantly stylish with power to match.  All eyes will be on you when you claim victory on the streets!
D2E37323	GM_CATALOG_00004D9F	Mercedes-Benz SLR McLaren Stilrling Moss
D2E37415	GM_CATALOG_00004DA0	Mercedes-Benz returns to Need for Speed World with the SLR Stirling Moss!  This limited edition SLR comes sans roof or windscreen which may be a problematic considering the speed you'll hit with the big 640 horsepower supercharged V8 engine under the hood!  This car is elegantly stylish with power to match.  All eyes will be on you when you claim victory on the streets! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E37416	GM_CATALOG_00004DA1	Mercedes-Benz SLR McLaren Stirling Moss
D2E37417	GM_CATALOG_00004DA2	We offer you now the Ford Lotus Cortina, an admirabe performer in its time.  Under the hood is a 1558cc twin overhead cam engine fed by double twin-choke Weber carburetors. A top speed of 108mph (174km/h) and 0-60mph times of 10.4 seconds. Get this vintage racer with a rich motorsport history today!
D2E37418	GM_CATALOG_00004DA3	BLACK/WHITE
D2E37419	GM_CATALOG_00004DA4	BUGATTI VEYRON 16.4
D2E3741A	GM_CATALOG_00004DA5	AUDI A1 CLUBSPORT QUATTRO ("WORTHERSEE") - 1 DAY RENTAL
D2E3741B	GM_CATALOG_00004DA6	AUDI RS4 (BLUE) - 1 DAY RENTAL
D2E3741C	GM_CATALOG_00004DA7	AUDI S5 (RED) - 1 DAY RENTAL
D2E3741D	GM_CATALOG_00004DA8	AUDI TT RS COUPÉ ("VESNA") - 1 DAY RENTAL
D2E3741E	GM_CATALOG_00004DA9	AUDI TT RS COUPÉ (RED) - 1 DAY RENTAL
D2E37426	GM_CATALOG_00004DAA	BMW 135i COUPE ("FLEXOR") - 1 DAY RENTAL
D2E37427	GM_CATALOG_00004DAB	BMW 3.0 CSL GR. 5 (SILVER) - 1 DAY RENTAL
D2E37428	GM_CATALOG_00004DAC	BMW M3 E30 SPORT EVOLUTION (WHITE) - 1 DAY RENTAL
D2E37429	GM_CATALOG_00004DAD	BMW Z4 M COUPÉ (BLACK) - 1 DAY RENTAL
D2E3742A	GM_CATALOG_00004DAE	CHEVROLET CAMARO SS (BLUE) - 1 DAY RENTAL
D2E3742B	GM_CATALOG_00004DAF	CHRYSLER HEMI® 300C SRT8 ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E37436	GM_CATALOG_00004DB0	CHRYSLER HEMI® 300C SRT8 (BLUE) - 1 DAY RENTAL
D2E37437	GM_CATALOG_00004DB1	CHRYSLER HEMI® 300C SRT8 ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E37438	GM_CATALOG_00004DB2	DODGE CHARGER SRT8 SUPER BEE ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E37439	GM_CATALOG_00004DB3	DODGE CHARGER SRT8 SUPER BEE ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E3743A	GM_CATALOG_00004DB4	DODGE CHARGER SRT8 SUPER BEE (WHITE) - 1 DAY RENTAL
D2E3743B	GM_CATALOG_00004DB5	DODGE HEMI® CUDA (GREEN) - 1 DAY RENTAL
D2E3743C	GM_CATALOG_00004DB6	FORD ESCORT RS COSWORTH (BLUE) - 1 DAY RENTAL
D2E3743D	GM_CATALOG_00004DB7	FORD CROWN POLICE INTERCEPTOR (GREY) - 1 DAY RENTAL
D2E3743E	GM_CATALOG_00004DB8	FORD FOCUS RS (GREEN) - 1 DAY RENTAL
D2E3743F	GM_CATALOG_00004DB9	FORD GT40 MK.1 (YELLOW) - 1 DAY RENTAL
D2E37447	GM_CATALOG_00004DBA	LAMBORGHINI COUNTACH 5000 QUATTROVALVOLE (WHITE) - 1 DAY RENTAL
D2E37448	GM_CATALOG_00004DBB	LANCIA DELTA HF INTEGRALE EVOLUZIONE (RED) - 1 DAY RENTAL
D2E37449	GM_CATALOG_00004DBC	LEXUS IS F ("THE BEAUTY") - 1 DAY RENTAL
D2E3744A	GM_CATALOG_00004DBD	LEXUS IS F (SILVER) - 1 DAY RENTAL
D2E3744B	GM_CATALOG_00004DBE	MAZDA RX-7 RZ (RED) -1 DAY RENTAL
D2E3744C	GM_CATALOG_00004DBF	MAZDA RX-7 ("BATTLE MACHINE") - 1 DAY RENTAL
D2E37457	GM_CATALOG_00004DC0	MAZDA RX-7 ("FC3S WORLD VINTAGE SERIES") - 1 DAY RENTAL
D2E37458	GM_CATALOG_00004DC1	MAZDA RX-8 '09 (WHITE) - 1 DAY RENTAL
D2E37459	GM_CATALOG_00004DC2	MAZDA RX-8 ("RENESIS") - 1 DAY RENTAL
D2E3745A	GM_CATALOG_00004DC3	MAZDA RX-8 ("ROCKPORT ROTARY") - 1 DAY RENTAL
D2E3745B	GM_CATALOG_00004DC4	MAZDA RX-8 (RED) - 1 DAY RENTAL
D2E3745C	GM_CATALOG_00004DC5	MITSUBISHI LANCER EVOLUTION VIII (YELLOW) - 1 DAY RENTAL
D2E3745D	GM_CATALOG_00004DC6	MITSUBISHI LANCER EVOLUTION X ("RYO") - 1 DAY RENTAL
D2E3745E	GM_CATALOG_00004DC7	MITSUBISHI LANCER EVOLUTION X (SILVER) - 1 DAY RENTAL
D2E3745F	GM_CATALOG_00004DC8	NISSAN SKYLINE 2000GT-R (C10) ("COP EDITION") - 1 DAY RENTAL
D2E37460	GM_CATALOG_00004DC9	NISSAN 350Z ("UNDERGROUND 2 EDITION") - 1 DAY RENTAL
D2E37468	GM_CATALOG_00004DCA	NISSAN 350Z (GREY) - 1 DAY RENTAL
D2E37469	GM_CATALOG_00004DCB	NISSAN 370Z ROADSTER TOURING W/SPORT PKG. (Z34) (RED) - 1 DAY RENTAL
D2E3746A	GM_CATALOG_00004DCC	NISSAN 370Z (WHITE) - 1 DAY RENTAL
D2E3746B	GM_CATALOG_00004DCD	NISSAN SKYLINE GT-R (R32) (GREY) - 1 DAY RENTAL
D2E3746C	GM_CATALOG_00004DCE	NISSAN SKYLINE GT-R V-SPEC (R34) ("RAVEN") - 1 DAY RENTAL
D2E3746D	GM_CATALOG_00004DCF	NISSAN SKYLINE GT-R V-SPEC (R34) (RED) - 1 DAY RENTAL
D2E37478	GM_CATALOG_00004DD0	NISSAN SKYLINE GT-R V-SPEC (R34) ("UNDERGROUND EDITION") - 1 DAY RENTAL
D2E37479	GM_CATALOG_00004DD1	PLYMOUTH® ROAD RUNNER (BLUE) - 1 DAY RENTAL
D2E3747A	GM_CATALOG_00004DD2	PONTIAC FIREBIRD FORMULA (RED) - 1 DAY RENTAL
D2E3747B	GM_CATALOG_00004DD3	PONTIAC SOLSTICE GXP (YELLOW) - 1 DAY RENTAL
D2E3747C	GM_CATALOG_00004DD4	PORSCHE 911 CARRERA RSR 3.0 (WHITE) - 1 DAY RENTAL
D2E3747D	GM_CATALOG_00004DD5	PORSCHE CAYMAN S ("SHIFT EDITION") - 1 DAY RENTAL
D2E3747E	GM_CATALOG_00004DD6	PORSCHE CAYMAN S ("TREASURE HUNTER") - 1 DAY RENTAL
D2E3747F	GM_CATALOG_00004DD7	PORSCHE CAYMAN S (WHITE) - 1 DAY RENTAL
D2E37480	GM_CATALOG_00004DD8	RENAULT SPORT CLIO V6 (BLUE) - 1 DAY RENTAL
D2E37481	GM_CATALOG_00004DD9	SCION tC ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E37489	GM_CATALOG_00004DDA	SCION tC ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E3748A	GM_CATALOG_00004DDB	SCION tC (SILVER) - 1 DAY RENTAL
D2E3748B	GM_CATALOG_00004DDC	SUBARU IMPREZA WRX STI (BLUE) - 1 DAY RENTAL
D2E3748C	GM_CATALOG_00004DDD	TOYOTA MR2 ("GYMKHANA") - 1 DAY RENTAL
D2E3748D	GM_CATALOG_00004DDE	TOYOTA MR2 (YELLOW) - 1 DAY RENTAL
D2E3748E	GM_CATALOG_00004DDF	TOYOTA SUPRA (BLACK) - 1 DAY RENTAL
D2E37499	GM_CATALOG_00004DE0	TOYOTA SUPRA ("SHIFT EDITION") - 1 DAY RENTAL
D2E3749A	GM_CATALOG_00004DE1	VOLKSWAGEN GOLF MK1 GTI ("UBER BUNNY") - 1 DAY RENTAL
D2E3749B	GM_CATALOG_00004DE2	AUDI QUATTRO 20 V (RED) - 1 DAY RENTAL
D2E3749C	GM_CATALOG_00004DE3	AUDI R8 4.2 FSI QUATTRO ("DARIUS") - 1 DAY RENTAL
D2E3749D	GM_CATALOG_00004DE4	AUDI R8 4.2 FSI QUATTRO ("HOT PURSUIT COP EDITION") - 1 DAY RENTAL
D2E3749E	GM_CATALOG_00004DE5	AUDI R8 4.2 FSI QUATTRO ("SHIFT EDITION") - 1 DAY RENTAL
D2E3749F	GM_CATALOG_00004DE6	AUDI R8 4.2 FSI QUATTRO (SILVER) - 1 DAY RENTAL
D2E374A0	GM_CATALOG_00004DE7	AUDI A1 CLUBSPORT QUATTRO ("SPEED") - 1 DAY RENTAL
D2E374A1	GM_CATALOG_00004DE8	BMW M3 E30 SPORT EVOLUTION ("BREZELN") - 1 DAY RENTAL
D2E374A2	GM_CATALOG_00004DE9	BMW 1 SERIES M COUPÉ (ORANGE) - 1 DAY RENTAL
D2E374AA	GM_CATALOG_00004DEA	BMW 3.0 CSL GR. 5 ("LEIGHT WORLD VINTAGE SERIES") - 1 DAY RENTAL
D2E374AB	GM_CATALOG_00004DEB	BMW M3 E92 ("GRIP KING") - 1 DAY RENTAL
D2E374AC	GM_CATALOG_00004DEC	BMW M3 GTR E46 (SILVER) - 1 DAY RENTAL
D2E374AD	GM_CATALOG_00004DED	BMW M6 CONVERTIBLE (BLUE) - 1 DAY RENTAL
D2E374AE	GM_CATALOG_00004DEE	BMW M6 COUPÉ (BLUE) - 1 DAY RENTAL
D2E374AF	GM_CATALOG_00004DEF	CADILLAC CTS-V (BLUE) - 1 DAY RENTAL
D2E374BA	GM_CATALOG_00004DF0	CHEVROLET CORVETTE STINGRAY (RED) - 1 DAY RENTAL
D2E374BB	GM_CATALOG_00004DF1	CHEVROLET EL CAMINO SS ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E374BC	GM_CATALOG_00004DF2	CHEVROLET EL CAMINO SS ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E374BD	GM_CATALOG_00004DF3	CHEVROLET EL CAMINO SS (RED) - 1 DAY RENTAL
D2E374BE	GM_CATALOG_00004DF4	DODGE CHALLENGER CONCEPT (ORANGE) - 1 DAY RENTAL
D2E374BF	GM_CATALOG_00004DF5	DODGE VIPER SRT10 ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E374C0	GM_CATALOG_00004DF6	DODGE VIPER SRT10 ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E374C1	GM_CATALOG_00004DF7	DODGE VIPER SRT10 (BLUE) - 1 DAY RENTAL
D2E374C2	GM_CATALOG_00004DF8	FORD SHELBY® TERLINGUA FORD MUSTANG ("NEED FOR SPEED EDITION") - 1 DAY RENTAL
D2E374C3	GM_CATALOG_00004DF9	FORD CROWN POLICE INTERCEPTOR ("CRUISER DRAG") - 1 DAY RENTAL
D2E374CB	GM_CATALOG_00004DFA	FORD ESCORT MK1 RS1600 ("TOURING WORLD VINTAGE SERIES") - 1 DAY RENTAL
D2E374CC	GM_CATALOG_00004DFB	FORD GT (RED) - 1 DAY RENTAL
D2E374CD	GM_CATALOG_00004DFC	FORD MUSTANG BOSS 302 '69 (WHITE) - 1 DAY RENTAL
D2E374CE	GM_CATALOG_00004DFD	JAGUAR E-TYPE (GREEN) - 1 DAY RENTAL
D2E374CF	GM_CATALOG_00004DFE	JAGUAR E-TYPE ("ICON WORLD VINTAGE SERIES") - 1 DAY RENTAL
D2E374D0	GM_CATALOG_00004DFF	LAMBORGHINI COUNTACH 5000 QUATTROVALVOLE ("COP EDITION") - 1 DAY RENTAL
D2E37625	GM_CATALOG_00004E00	LAMBORGHINI DIABLO SV (YELLOW) - 1 DAY RENTAL
D2E37626	GM_CATALOG_00004E01	LAMBORGHINI GALLARDO LP560-4 SPYDER (YELLOW) - 1 DAY RENTAL
D2E37627	GM_CATALOG_00004E02	LAMBORGHINI GALLARDO LP560-4 (BLACK) - 1 DAY RENTAL
D2E37628	GM_CATALOG_00004E03	LAMBORGHINI MIURA SV (YELLOW) - 1 DAY RENTAL
D2E37629	GM_CATALOG_00004E04	LANCIA DELTA HF INTEGRALE EVOLUZIONE ("RALLY EDITION") - 1 DAY RENTAL
D2E3762A	GM_CATALOG_00004E05	LOTUS ELISE (DARK GREEN) - 1 DAY RENTAL
D2E3762B	GM_CATALOG_00004E06	LOTUS EUROPA S (BLUE) - 1 DAY RENTAL
D2E3762C	GM_CATALOG_00004E07	LOTUS EXIGE CUP 260 ("ADRENALINE") - 1 DAY RENTAL
D2E3762D	GM_CATALOG_00004E08	LOTUS EXIGE CUP 260 (ORANGE) - 1 DAY RENTAL
D2E3762E	GM_CATALOG_00004E09	MITSUBISHI ECLIPSE (GS-T) ("4G63 DRAG") - 1 DAY RENTAL
D2E37636	GM_CATALOG_00004E0A	MITSUBISHI LANCER EVOLUTION X ("SHATTER") - 1 DAY RENTAL
D2E37637	GM_CATALOG_00004E0B	NISSAN GT-R (R35) (RED) - 1 DAY RENTAL
D2E37638	GM_CATALOG_00004E0C	PORSCHE 911 CARRERA RSR 3.0 ("ENDURO") - 1 DAY RENTAL
D2E37639	GM_CATALOG_00004E0D	PORSCHE 911 TURBO ("ROSE") - 1 DAY RENTAL
D2E3763A	GM_CATALOG_00004E0E	PORSCHE BOXSTER SPYDER (WHITE) - 1 DAY RENTAL
D2E3763B	GM_CATALOG_00004E0F	PORSCHE PANAMERA TURBO (GREY) - 1 DAY RENTAL
D2E37646	GM_CATALOG_00004E10	RENAULT SPORT MÉGANE R.S. ("COP HATCH") - 1 DAY RENTAL
D2E37647	GM_CATALOG_00004E11	RENAULT SPORT MÉGANE R.S. (YELLOW) - 1 DAY RENTAL
D2E37648	GM_CATALOG_00004E12	SHELBY® COBRA "DAYTONA" COUPE® (BLUE) - 1 DAY RENTAL
D2E37649	GM_CATALOG_00004E13	SUBARU IMPREZA WRX STI (HATCHBACK) ("ALL TERRAIN") - 1 DAY RENTAL
D2E3764A	GM_CATALOG_00004E14	SUBARU IMPREZA WRX STI (HATCHBACK) (BLUE) - 1 DAY RENTAL
D2E3764B	GM_CATALOG_00004E15	TOYOTA SUPRA ("COP EDITION") - 1 DAY RENTAL
D2E3764C	GM_CATALOG_00004E16	TOYOTA SUPRA ("STREET MOD DRAG") - 1 DAY RENTAL
D2E3764D	GM_CATALOG_00004E17	DODGE CHARGER SRT8 (RED) - 1 DAY RENTAL
D2E3764E	GM_CATALOG_00004E18	ALFA ROMEO 8C COMPETIZIONE (RED) - 1 DAY RENTAL
D2E3764F	GM_CATALOG_00004E19	ASTON MARTIN DBS (BLUE) - 1 DAY RENTAL
D2E37657	GM_CATALOG_00004E1A	ASTON MARTIN V12 VANTAGE (BLUE) - 1 DAY RENTAL
